26/07/2013;EURNZD;-1.42;1.055
26/07/2013;EURRUB;-98.8;53.2
26/07/2013;EURSEK;-3.609;1.219
26/07/2013;EURSGD;-0.433;-0.079
26/07/2013;EURUSD;-0.133;-0.088
26/07/2013;EURZAR;-21.872;17.219
26/07/2013;GBPAUD;-1.125;0.533
26/07/2013;GBPCAD;-0.464;0.117
26/07/2013;GBPCHF;0.09;-0.404
26/07/2013;GBPJPY;0.012;-0.262
26/07/2013;GBPNZD;-1.422;0.742
26/07/2013;GBPSEK;-2.519;0.055
26/07/2013;GBPUSD;-0.03;-0.266
26/07/2013;GOLD;-5.9;-1.9
26/07/2013;NZDCAD;0.219;-0.541
26/07/2013;NZDCHF;0.406;-0.655
26/07/2013;NZDJPY;0.409;-0.718
26/07/2013;NZDSGD;0.561;-0.957
26/07/2013;NZDUSD;0.415;-0.684
26/07/2013;SILVER;-1.3;-0.4
26/07/2013;USDCAD;-0.371;0.029
26/07/2013;USDCHF;-0.026;-0.155
26/07/2013;USDCZK;-2.111;-0.277
26/07/2013;USDDKK;0;-1.248
26/07/2013;USDHUF;-2.151;1.655
26/07/2013;USDJPY;-0.082;-0.137
26/07/2013;USDNOK;-2.713;1.069
26/07/2013;USDRUB;-75.4;40.6
26/07/2013;USDSEK;-2.071;0.99
26/07/2013;USDSGD;-0.06;-0.221
30/08/2013;AUDCAD;0.104;-0.444
30/08/2013;AUDCHF;0.321;-0.621
30/08/2013;AUDJPY;0.336;-0.653
30/08/2013;AUDNZD;-0.223;0.064
30/08/2013;AUDUSD;0.484;-0.633
30/08/2013;CADJPY;0.124;-0.384
30/08/2013;CHFJPY;-0.15;-0.144
30/08/2013;EURAUD;-1.07;0.535
30/08/2013;EURCAD;-0.465;0.194
30/08/2013;EURCHF;-0.106;-0.133
30/08/2013;EURCZK;-0.214;-0.214
30/08/2013;EURDKK;-0.849;-1.222
30/08/2013;EURGBP;-0.159;0.017
30/08/2013;EURJPY;-0.08;-0.137
30/08/2013;EURNOK;-3.596;0.674
30/08/2013;EURNZD;-1.325;0.947
30/08/2013;EURRUB;-100.1;53.9
30/08/2013;EURSEK;-3.646;1.215
30/08/2013;EURSGD;-0.431;-0.084
30/08/2013;EURUSD;-0.129;-0.092
30/08/2013;EURZAR;-26.184;21.251
30/08/2013;GBPAUD;-1.06;0.442
30/08/2013;GBPCAD;-0.46;0.103
30/08/2013;GBPCHF;0.063;-0.379
30/08/2013;GBPJPY;0.063;-0.313
30/08/2013;GBPNZD;-1.328;0.617
30/08/2013;GBPSEK;-2.611;0.084
30/08/2013;GBPUSD;-0.034;-0.263
30/08/2013;GOLD;-5.9;-1.9
30/08/2013;NZDCAD;0.159;-0.477
30/08/2013;NZDCHF;0.319;-0.56
30/08/2013;NZDJPY;0.356;-0.653
30/08/2013;NZDSGD;0.462;-0.847
30/08/2013;NZDUSD;0.334;-0.593
30/08/2013;SILVER;-1.3;-0.4
30/08/2013;USDCAD;-0.365;0.015
30/08/2013;USDCHF;-0.041;-0.14
30/08/2013;USDCZK;-2.131;-0.243
30/08/2013;USDDKK;-0.25;-1.001
30/08/2013;USDHUF;-2.176;1.672
30/08/2013;USDJPY;-0.046;-0.172
30/08/2013;USDNOK;-2.63;0.933
30/08/2013;USDRUB;-76.7;41.3
30/08/2013;USDSEK;-2.111;1.009
30/08/2013;USDSGD;-0.06;-0.223
27/09/2013;AUDCAD;0.133;-0.48
27/09/2013;AUDCHF;0.337;-0.641
27/09/2013;AUDJPY;0.362;-0.693
27/09/2013;AUDNZD;-0.172;0.016
27/09/2013;AUDUSD;0.53;-0.685
27/09/2013;CADJPY;0.111;-0.376
27/09/2013;CHFJPY;-0.157;-0.145
27/09/2013;EURAUD;-1.085;0.561
27/09/2013;EURCAD;-0.461;0.19
27/09/2013;EURCHF;-0.119;-0.119
27/09/2013;EURCZK;-0.235;-0.192
27/09/2013;EURDKK;-0.932;-1.139
27/09/2013;EURGBP;-0.159;0.019
27/09/2013;EURJPY;-0.1;-0.122
27/09/2013;EURNOK;-3.915;0.99
27/09/2013;EURNZD;-1.244;0.881
27/09/2013;EURRUB;-100.1;53.9
27/09/2013;EURSEK;-3.591;1.181
27/09/2013;EURSGD;-0.452;-0.066
27/09/2013;EURUSD;-0.128;-0.098
27/09/2013;EURZAR;-23.38;18.43
27/09/2013;GBPAUD;-1.094;0.478
